DMS_filename,DMS_id,first_author,year,selection_type,origin_coarse_bucket,property_tier,task_name,mutation_type
SRBS1_HUMAN_Tsuboyama_2023_2O2W_indels.csv,SRBS1_HUMAN_Tsuboyama_2023_2O2W_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
TCRG1_MOUSE_Tsuboyama_2023_1E0L_indels.csv,TCRG1_MOUSE_Tsuboyama_2023_1E0L_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
THO1_YEAST_Tsuboyama_2023_2WQG_indels.csv,THO1_YEAST_Tsuboyama_2023_2WQG_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
TNKS2_HUMAN_Tsuboyama_2023_5JRT_indels.csv,TNKS2_HUMAN_Tsuboyama_2023_5JRT_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
UBE4B_HUMAN_Tsuboyama_2023_3L1X_indels.csv,UBE4B_HUMAN_Tsuboyama_2023_3L1X_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
UBR5_HUMAN_Tsuboyama_2023_1I2T_indels.csv,UBR5_HUMAN_Tsuboyama_2023_1I2T_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
VG08_BPP22_Tsuboyama_2023_2GP8_indels.csv,VG08_BPP22_Tsuboyama_2023_2GP8_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
VILI_CHICK_Tsuboyama_2023_1YU5_indels.csv,VILI_CHICK_Tsuboyama_2023_1YU5_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
VRPI_BPT7_Tsuboyama_2023_2WNM_indels.csv,VRPI_BPT7_Tsuboyama_2023_2WNM_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
YNZC_BACSU_Tsuboyama_2023_2JVD_indels.csv,YNZC_BACSU_Tsuboyama_2023_2JVD_indels,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,indels
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,AMFR_HUMAN_Tsuboyama_2023_4G3O,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
ARGR_ECOLI_Tsuboyama_2023_1AOY.csv,ARGR_ECOLI_Tsuboyama_2023_1AOY,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
BBC1_YEAST_Tsuboyama_2023_1TG0.csv,BBC1_YEAST_Tsuboyama_2023_1TG0,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
BCHB_CHLTE_Tsuboyama_2023_2KRU.csv,BCHB_CHLTE_Tsuboyama_2023_2KRU,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
CATR_CHLRE_Tsuboyama_2023_2AMI.csv,CATR_CHLRE_Tsuboyama_2023_2AMI,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
CBPA2_HUMAN_Tsuboyama_2023_1O6X.csv,CBPA2_HUMAN_Tsuboyama_2023_1O6X,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
CBX4_HUMAN_Tsuboyama_2023_2K28.csv,CBX4_HUMAN_Tsuboyama_2023_2K28,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
CSN4_MOUSE_Tsuboyama_2023_1UFM.csv,CSN4_MOUSE_Tsuboyama_2023_1UFM,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
CUE1_YEAST_Tsuboyama_2023_2MYX.csv,CUE1_YEAST_Tsuboyama_2023_2MYX,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
DN7A_SACS2_Tsuboyama_2023_1JIC.csv,DN7A_SACS2_Tsuboyama_2023_1JIC,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
DNJA1_HUMAN_Tsuboyama_2023_2LO1.csv,DNJA1_HUMAN_Tsuboyama_2023_2LO1,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
DOCK1_MOUSE_Tsuboyama_2023_2M0Y.csv,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
EPHB2_HUMAN_Tsuboyama_2023_1F0M.csv,EPHB2_HUMAN_Tsuboyama_2023_1F0M,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
FECA_ECOLI_Tsuboyama_2023_2D1U.csv,FECA_ECOLI_Tsuboyama_2023_2D1U,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
FKBP3_HUMAN_Tsuboyama_2023_2KFV.csv,FKBP3_HUMAN_Tsuboyama_2023_2KFV,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
HCP_LAMBD_Tsuboyama_2023_2L6Q.csv,HCP_LAMBD_Tsuboyama_2023_2L6Q,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
HECD1_HUMAN_Tsuboyama_2023_3DKM.csv,HECD1_HUMAN_Tsuboyama_2023_3DKM,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
ILF3_HUMAN_Tsuboyama_2023_2L33.csv,ILF3_HUMAN_Tsuboyama_2023_2L33,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
ISDH_STAAW_Tsuboyama_2023_2LHR.csv,ISDH_STAAW_Tsuboyama_2023_2LHR,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
MAFG_MOUSE_Tsuboyama_2023_1K1V.csv,MAFG_MOUSE_Tsuboyama_2023_1K1V,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
MBD11_ARATH_Tsuboyama_2023_6ACV.csv,MBD11_ARATH_Tsuboyama_2023_6ACV,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
MYO3_YEAST_Tsuboyama_2023_2BTT.csv,MYO3_YEAST_Tsuboyama_2023_2BTT,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
NKX31_HUMAN_Tsuboyama_2023_2L9R.csv,NKX31_HUMAN_Tsuboyama_2023_2L9R,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
NUSA_ECOLI_Tsuboyama_2023_1WCL.csv,NUSA_ECOLI_Tsuboyama_2023_1WCL,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
NUSG_MYCTU_Tsuboyama_2023_2MI6.csv,NUSG_MYCTU_Tsuboyama_2023_2MI6,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
OBSCN_HUMAN_Tsuboyama_2023_1V1C.csv,OBSCN_HUMAN_Tsuboyama_2023_1V1C,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
ODP2_GEOSE_Tsuboyama_2023_1W4G.csv,ODP2_GEOSE_Tsuboyama_2023_1W4G,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
OTU7A_HUMAN_Tsuboyama_2023_2L2D.csv,OTU7A_HUMAN_Tsuboyama_2023_2L2D,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
PIN1_HUMAN_Tsuboyama_2023_1I6C.csv,PIN1_HUMAN_Tsuboyama_2023_1I6C,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
PITX2_HUMAN_Tsuboyama_2023_2L7M.csv,PITX2_HUMAN_Tsuboyama_2023_2L7M,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
PKN1_HUMAN_Tsuboyama_2023_1URF.csv,PKN1_HUMAN_Tsuboyama_2023_1URF,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
POLG_PESV_Tsuboyama_2023_2MXD.csv,POLG_PESV_Tsuboyama_2023_2MXD,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
PR40A_HUMAN_Tsuboyama_2023_1UZC.csv,PR40A_HUMAN_Tsuboyama_2023_1UZC,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
PSAE_PICP2_Tsuboyama_2023_1PSE.csv,PSAE_PICP2_Tsuboyama_2023_1PSE,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RAD_ANTMA_Tsuboyama_2023_2CJJ.csv,RAD_ANTMA_Tsuboyama_2023_2CJJ,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RBP1_HUMAN_Tsuboyama_2023_2KWH.csv,RBP1_HUMAN_Tsuboyama_2023_2KWH,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RCD1_ARATH_Tsuboyama_2023_5OAO.csv,RCD1_ARATH_Tsuboyama_2023_5OAO,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RCRO_LAMBD_Tsuboyama_2023_1ORC.csv,RCRO_LAMBD_Tsuboyama_2023_1ORC,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RD23A_HUMAN_Tsuboyama_2023_1IFY.csv,RD23A_HUMAN_Tsuboyama_2023_1IFY,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RFAH_ECOLI_Tsuboyama_2023_2LCL.csv,RFAH_ECOLI_Tsuboyama_2023_2LCL,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RL20_AQUAE_Tsuboyama_2023_1GYZ.csv,RL20_AQUAE_Tsuboyama_2023_1GYZ,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RPC1_BP434_Tsuboyama_2023_1R69.csv,RPC1_BP434_Tsuboyama_2023_1R69,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
RS15_GEOSE_Tsuboyama_2023_1A32.csv,RS15_GEOSE_Tsuboyama_2023_1A32,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SAV1_MOUSE_Tsuboyama_2023_2YSB.csv,SAV1_MOUSE_Tsuboyama_2023_2YSB,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SBI_STAAM_Tsuboyama_2023_2JVG.csv,SBI_STAAM_Tsuboyama_2023_2JVG,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SCIN_STAAR_Tsuboyama_2023_2QFF.csv,SCIN_STAAR_Tsuboyama_2023_2QFF,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SDA_BACSU_Tsuboyama_2023_1PV0.csv,SDA_BACSU_Tsuboyama_2023_1PV0,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SOX30_HUMAN_Tsuboyama_2023_7JJK.csv,SOX30_HUMAN_Tsuboyama_2023_7JJK,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SPA_STAAU_Tsuboyama_2023_1LP1.csv,SPA_STAAU_Tsuboyama_2023_1LP1,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SPG2_STRSG_Tsuboyama_2023_5UBS.csv,SPG2_STRSG_Tsuboyama_2023_5UBS,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SPTN1_CHICK_Tsuboyama_2023_1TUD.csv,SPTN1_CHICK_Tsuboyama_2023_1TUD,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SQSTM_MOUSE_Tsuboyama_2023_2RRU.csv,SQSTM_MOUSE_Tsuboyama_2023_2RRU,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SR43C_ARATH_Tsuboyama_2023_2N88.csv,SR43C_ARATH_Tsuboyama_2023_2N88,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
SRBS1_HUMAN_Tsuboyama_2023_2O2W.csv,SRBS1_HUMAN_Tsuboyama_2023_2O2W,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
TCRG1_MOUSE_Tsuboyama_2023_1E0L.csv,TCRG1_MOUSE_Tsuboyama_2023_1E0L,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
THO1_YEAST_Tsuboyama_2023_2WQG.csv,THO1_YEAST_Tsuboyama_2023_2WQG,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
TNKS2_HUMAN_Tsuboyama_2023_5JRT.csv,TNKS2_HUMAN_Tsuboyama_2023_5JRT,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
UBE4B_HUMAN_Tsuboyama_2023_3L1X.csv,UBE4B_HUMAN_Tsuboyama_2023_3L1X,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
UBR5_HUMAN_Tsuboyama_2023_1I2T.csv,UBR5_HUMAN_Tsuboyama_2023_1I2T,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
VG08_BPP22_Tsuboyama_2023_2GP8.csv,VG08_BPP22_Tsuboyama_2023_2GP8,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
VILI_CHICK_Tsuboyama_2023_1YU5.csv,VILI_CHICK_Tsuboyama_2023_1YU5,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
VRPI_BPT7_Tsuboyama_2023_2WNM.csv,VRPI_BPT7_Tsuboyama_2023_2WNM,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
YAIA_ECOLI_Tsuboyama_2023_2KVT.csv,YAIA_ECOLI_Tsuboyama_2023_2KVT,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
YNZC_BACSU_Tsuboyama_2023_2JVD.csv,YNZC_BACSU_Tsuboyama_2023_2JVD,Tsuboyama,2023,cDNA display proteolysis,Stability,primary,folding_stability,substitutions
